2016-12-10-11-42-43    UserID [20]    Transaction Complete 
2016-12-10-11-42-43    UserID [12]    Transaction Complete 
2016-12-10-11-42-44    UserID [16]    Transaction Complete 
2016-12-10-11-42-44    UserID [5]    Transaction Complete 
2016-12-10-11-42-44    UserID [45]    Transaction Complete 
2016-12-10-11-42-44    UserID [31]    Transaction Complete 
2016-12-10-11-42-44    UserID [35]    Transaction Complete 
2016-12-10-11-42-44    UserID [43]    Transaction Complete 
2016-12-10-11-42-44    UserID [18]    Transaction Complete 
2016-12-10-11-42-44    UserID [22]    Transaction Complete 
2016-12-10-11-42-44    UserID [27]    Transaction Complete 
2016-12-10-11-42-44    UserID [19]    Transaction Complete 
2016-12-10-11-42-44    UserID [11]    Transaction Complete 
2016-12-10-11-42-44    UserID [24]    Transaction Complete 
2016-12-10-11-42-44    UserID [30]    Transaction Complete 
2016-12-10-11-42-44    UserID [32]    Transaction Complete 
2016-12-10-11-42-44    UserID [17]    Transaction Complete 
2016-12-10-11-42-44    UserID [21]    Transaction Complete 
2016-12-10-11-42-44    UserID [29]    Transaction Complete 
2016-12-10-11-42-44    UserID [6]    Transaction Complete 
2016-12-10-11-42-44    UserID [46]    Transaction Complete 
2016-12-10-11-42-44    UserID [39]    Transaction Complete 
2016-12-10-11-42-44    UserID [36]    Transaction Complete 
2016-12-10-11-42-44    UserID [34]    Transaction Complete 
2016-12-10-11-42-44    UserID [3]    Transaction Complete 
2016-12-10-11-42-44    UserID [1]    Transaction Complete 
2016-12-10-11-42-44    UserID [40]    Transaction Complete 
2016-12-10-11-42-44    UserID [48]    Transaction Complete 
2016-12-10-11-42-44    UserID [37]    Transaction Complete 
2016-12-10-11-42-44    UserID [10]    Transaction Complete 
2016-12-10-11-42-44    UserID [7]    Transaction Complete 
2016-12-10-11-42-44    UserID [8]    Transaction Complete 
2016-12-10-11-42-44    UserID [38]    Transaction Complete 
2016-12-10-11-42-44    UserID [33]    Transaction Complete 
2016-12-10-11-42-44    UserID [14]    Transaction Complete 
2016-12-10-11-42-44    UserID [0]    Transaction Complete 
2016-12-10-11-42-44    UserID [4]    Transaction Complete 
2016-12-10-11-42-44    UserID [15]    Transaction Complete 
2016-12-10-11-42-44    UserID [42]    Transaction Complete 
2016-12-10-11-42-44    UserID [49]    Transaction Complete 
2016-12-10-11-42-44    UserID [25]    Transaction Complete 
2016-12-10-11-42-44    UserID [41]    Transaction Complete 
2016-12-10-11-42-44    UserID [13]    Transaction Complete 
2016-12-10-11-42-44    UserID [28]    Transaction Complete 
2016-12-10-11-42-44    UserID [2]    Transaction Complete 
2016-12-10-11-42-44    UserID [9]    Transaction Complete 
2016-12-10-11-42-44    UserID [44]    Transaction Complete 
2016-12-10-11-42-44    UserID [26]    Transaction Complete 
2016-12-10-11-42-44    UserID [47]    Transaction Complete 
2016-12-10-11-42-44    UserID [23]    Transaction Complete 
2016-12-10-11-42-45    UserID [20]    Transaction Complete 
2016-12-10-11-42-45    UserID [5]    Transaction Complete 
2016-12-10-11-42-45    UserID [12]    Transaction Complete 
2016-12-10-11-42-45    UserID [16]    Transaction Complete 
2016-12-10-11-42-45    UserID [45]    Transaction Complete 
2016-12-10-11-42-45    UserID [31]    Transaction Complete 
2016-12-10-11-42-45    UserID [11]    Transaction Complete 
2016-12-10-11-42-45    UserID [24]    Transaction Complete 
2016-12-10-11-42-45    UserID [22]    Transaction Complete 
2016-12-10-11-42-45    UserID [19]    Transaction Complete 
2016-12-10-11-42-45    UserID [27]    Transaction Complete 
2016-12-10-11-42-46    UserID [43]    Transaction Complete 
2016-12-10-11-42-46    UserID [37]    Transaction Complete 
2016-12-10-11-42-46    UserID [18]    Transaction Complete 
2016-12-10-11-42-46    UserID [32]    Transaction Complete 
2016-12-10-11-42-46    UserID [34]    Transaction Complete 
2016-12-10-11-42-46    UserID [30]    Transaction Complete 
2016-12-10-11-42-46    UserID [15]    Transaction Complete 
2016-12-10-11-42-46    UserID [25]    Transaction Complete 
2016-12-10-11-42-46    UserID [39]    Transaction Complete 
2016-12-10-11-42-46    UserID [0]    Transaction Complete 
2016-12-10-11-42-46    UserID [46]    Transaction Complete 
2016-12-10-11-42-46    UserID [35]    Transaction Complete 
2016-12-10-11-42-46    UserID [48]    Transaction Complete 
2016-12-10-11-42-46    UserID [33]    Transaction Complete 
2016-12-10-11-42-46    UserID [17]    Transaction Complete 
2016-12-10-11-42-46    UserID [21]    Transaction Complete 
2016-12-10-11-42-46    UserID [9]    Transaction Complete 
2016-12-10-11-42-46    UserID [1]    Transaction Complete 
2016-12-10-11-42-46    UserID [36]    Transaction Complete 
2016-12-10-11-42-46    UserID [2]    Transaction Complete 
2016-12-10-11-42-46    UserID [10]    Transaction Complete 
2016-12-10-11-42-46    UserID [40]    Transaction Complete 
2016-12-10-11-42-46    UserID [38]    Transaction Complete 
2016-12-10-11-42-46    UserID [29]    Transaction Complete 
2016-12-10-11-42-46    UserID [49]    Transaction Complete 
2016-12-10-11-42-46    UserID [47]    Transaction Complete 
2016-12-10-11-42-46    UserID [13]    Transaction Complete 
2016-12-10-11-42-46    UserID [14]    Transaction Complete 
2016-12-10-11-42-46    UserID [23]    Transaction Complete 
2016-12-10-11-42-46    UserID [3]    Transaction Complete 
2016-12-10-11-42-46    UserID [6]    Transaction Complete 
2016-12-10-11-42-46    UserID [42]    Transaction Complete 
2016-12-10-11-42-46    UserID [28]    Transaction Complete 
2016-12-10-11-42-46    UserID [44]    Transaction Complete 
2016-12-10-11-42-46    UserID [7]    Transaction Complete 
2016-12-10-11-42-46    UserID [4]    Transaction Complete 
2016-12-10-11-42-46    UserID [41]    Transaction Complete 
2016-12-10-11-42-46    UserID [26]    Transaction Complete 
2016-12-10-11-42-46    UserID [8]    Transaction Complete 
2016-12-10-11-42-46    UserID [20]    Transaction Complete 
2016-12-10-11-42-46    UserID [12]    Transaction Complete 
2016-12-10-11-42-47    UserID [5]    Transaction Complete 
2016-12-10-11-42-47    UserID [16]    Transaction Complete 
2016-12-10-11-42-47    UserID [45]    Transaction Complete 
2016-12-10-11-42-47    UserID [11]    Transaction Complete 
2016-12-10-11-42-47    UserID [31]    Transaction Complete 
2016-12-10-11-42-47    UserID [43]    Transaction Complete 
2016-12-10-11-42-47    UserID [18]    Transaction Complete 
2016-12-10-11-42-47    UserID [24]    Transaction Complete 
2016-12-10-11-42-47    UserID [27]    Transaction Complete 
2016-12-10-11-42-47    UserID [32]    Transaction Complete 
2016-12-10-11-42-47    UserID [21]    Transaction Complete 
2016-12-10-11-42-47    UserID [37]    Transaction Complete 
2016-12-10-11-42-47    UserID [35]    Transaction Complete 
2016-12-10-11-42-47    UserID [22]    Transaction Complete 
2016-12-10-11-42-47    UserID [34]    Transaction Complete 
2016-12-10-11-42-47    UserID [30]    Transaction Complete 
2016-12-10-11-42-47    UserID [39]    Transaction Complete 
2016-12-10-11-42-47    UserID [17]    Transaction Complete 
2016-12-10-11-42-47    UserID [19]    Transaction Complete 
2016-12-10-11-42-47    UserID [33]    Transaction Complete 
2016-12-10-11-42-47    UserID [23]    Transaction Complete 
2016-12-10-11-42-47    UserID [25]    Transaction Complete 
2016-12-10-11-42-47    UserID [47]    Transaction Complete 
2016-12-10-11-42-47    UserID [1]    Transaction Complete 
2016-12-10-11-42-47    UserID [6]    Transaction Complete 
2016-12-10-11-42-47    UserID [9]    Transaction Complete 
2016-12-10-11-42-47    UserID [3]    Transaction Complete 
2016-12-10-11-42-47    UserID [36]    Transaction Complete 
2016-12-10-11-42-47    UserID [15]    Transaction Complete 
2016-12-10-11-42-47    UserID [46]    Transaction Complete 
2016-12-10-11-42-47    UserID [2]    Transaction Complete 
2016-12-10-11-42-47    UserID [10]    Transaction Complete 
2016-12-10-11-42-47    UserID [48]    Transaction Complete 
2016-12-10-11-42-47    UserID [40]    Transaction Complete 
2016-12-10-11-42-47    UserID [29]    Transaction Complete 
2016-12-10-11-42-47    UserID [0]    Transaction Complete 
2016-12-10-11-42-47    UserID [44]    Transaction Complete 
2016-12-10-11-42-47    UserID [41]    Transaction Complete 
2016-12-10-11-42-47    UserID [8]    Transaction Complete 
2016-12-10-11-42-47    UserID [38]    Transaction Complete 
2016-12-10-11-42-47    UserID [42]    Transaction Complete 
2016-12-10-11-42-47    UserID [13]    Transaction Complete 
2016-12-10-11-42-47    UserID [14]    Transaction Complete 
2016-12-10-11-42-47    UserID [28]    Transaction Complete 
2016-12-10-11-42-47    UserID [49]    Transaction Complete 
2016-12-10-11-42-47    UserID [7]    Transaction Complete 
2016-12-10-11-42-47    UserID [26]    Transaction Complete 
2016-12-10-11-42-48    UserID [4]    Transaction Complete 
2016-12-10-11-42-48    UserID [20]    Transaction Complete 
2016-12-10-11-42-48    UserID [12]    Transaction Complete 
2016-12-10-11-42-48    UserID [16]    Transaction Complete 
2016-12-10-11-42-48    UserID [5]    Transaction Complete 
2016-12-10-11-42-48    UserID [45]    Transaction Complete 
2016-12-10-11-42-48    UserID [24]    Transaction Complete 
2016-12-10-11-42-48    UserID [22]    Transaction Complete 
2016-12-10-11-42-48    UserID [31]    Transaction Complete 
2016-12-10-11-42-48    UserID [32]    Transaction Complete 
2016-12-10-11-42-48    UserID [11]    Transaction Complete 
2016-12-10-11-42-48    UserID [17]    Transaction Complete 
2016-12-10-11-42-48    UserID [33]    Transaction Complete 
2016-12-10-11-42-48    UserID [27]    Transaction Complete 
2016-12-10-11-42-48    UserID [21]    Transaction Complete 
2016-12-10-11-42-48    UserID [37]    Transaction Complete 
2016-12-10-11-42-48    UserID [18]    Transaction Complete 
2016-12-10-11-42-48    UserID [43]    Transaction Complete 
2016-12-10-11-42-48    UserID [35]    Transaction Complete 
2016-12-10-11-42-48    UserID [30]    Transaction Complete 
2016-12-10-11-42-48    UserID [39]    Transaction Complete 
2016-12-10-11-42-48    UserID [23]    Transaction Complete 
2016-12-10-11-42-48    UserID [34]    Transaction Complete 
2016-12-10-11-42-48    UserID [36]    Transaction Complete 
2016-12-10-11-42-48    UserID [19]    Transaction Complete 
2016-12-10-11-42-48    UserID [38]    Transaction Complete 
2016-12-10-11-42-49    UserID [9]    Transaction Complete 
2016-12-10-11-42-49    UserID [48]    Transaction Complete 
2016-12-10-11-42-49    UserID [3]    Transaction Complete 
2016-12-10-11-42-49    UserID [14]    Transaction Complete 
2016-12-10-11-42-49    UserID [2]    Transaction Complete 
2016-12-10-11-42-49    UserID [1]    Transaction Complete 
2016-12-10-11-42-49    UserID [46]    Transaction Complete 
2016-12-10-11-42-49    UserID [40]    Transaction Complete 
2016-12-10-11-42-49    UserID [8]    Transaction Complete 
2016-12-10-11-42-49    UserID [6]    Transaction Complete 
2016-12-10-11-42-49    UserID [15]    Transaction Complete 
2016-12-10-11-42-49    UserID [29]    Transaction Complete 
2016-12-10-11-42-49    UserID [25]    Transaction Complete 
2016-12-10-11-42-49    UserID [0]    Transaction Complete 
2016-12-10-11-42-49    UserID [13]    Transaction Complete 
2016-12-10-11-42-49    UserID [10]    Transaction Complete 
2016-12-10-11-42-49    UserID [49]    Transaction Complete 
2016-12-10-11-42-49    UserID [4]    Transaction Complete 
2016-12-10-11-42-49    UserID [41]    Transaction Complete 
2016-12-10-11-42-49    UserID [42]    Transaction Complete 
2016-12-10-11-42-49    UserID [47]    Transaction Complete 
2016-12-10-11-42-49    UserID [28]    Transaction Complete 
2016-12-10-11-42-49    UserID [44]    Transaction Complete 
2016-12-10-11-42-49    UserID [16]    Transaction Complete 
2016-12-10-11-42-49    UserID [5]    Transaction Complete 
2016-12-10-11-42-49    UserID [26]    Transaction Complete 
2016-12-10-11-42-49    UserID [12]    Transaction Complete 
2016-12-10-11-42-49    UserID [7]    Transaction Complete 
2016-12-10-11-42-49    UserID [20]    Transaction Complete 
2016-12-10-11-42-49    UserID [31]    Transaction Complete 
2016-12-10-11-42-49    UserID [33]    Transaction Complete 
2016-12-10-11-42-49    UserID [11]    Transaction Complete 
2016-12-10-11-42-49    UserID [22]    Transaction Complete 
2016-12-10-11-42-49    UserID [24]    Transaction Complete 
2016-12-10-11-42-49    UserID [27]    Transaction Complete 
2016-12-10-11-42-49    UserID [45]    Transaction Complete 
2016-12-10-11-42-49    UserID [17]    Transaction Complete 
2016-12-10-11-42-50    UserID [32]    Transaction Complete 
2016-12-10-11-42-50    UserID [37]    Transaction Complete 
2016-12-10-11-42-50    UserID [23]    Transaction Complete 
2016-12-10-11-42-50    UserID [36]    Transaction Complete 
2016-12-10-11-42-50    UserID [21]    Transaction Complete 
2016-12-10-11-42-50    UserID [30]    Transaction Complete 
2016-12-10-11-42-50    UserID [34]    Transaction Complete 
2016-12-10-11-42-50    UserID [3]    Transaction Complete 
2016-12-10-11-42-50    UserID [18]    Transaction Complete 
2016-12-10-11-42-50    UserID [39]    Transaction Complete 
2016-12-10-11-42-50    UserID [35]    Transaction Complete 
2016-12-10-11-42-50    UserID [48]    Transaction Complete 
2016-12-10-11-42-50    UserID [14]    Transaction Complete 
2016-12-10-11-42-50    UserID [19]    Transaction Complete 
2016-12-10-11-42-50    UserID [15]    Transaction Complete 
2016-12-10-11-42-50    UserID [38]    Transaction Complete 
2016-12-10-11-42-50    UserID [43]    Transaction Complete 
2016-12-10-11-42-50    UserID [29]    Transaction Complete 
2016-12-10-11-42-50    UserID [8]    Transaction Complete 
2016-12-10-11-42-50    UserID [46]    Transaction Complete 
2016-12-10-11-42-50    UserID [2]    Transaction Complete 
2016-12-10-11-42-50    UserID [1]    Transaction Complete 
2016-12-10-11-42-50    UserID [9]    Transaction Complete 
2016-12-10-11-42-50    UserID [49]    Transaction Complete 
2016-12-10-11-42-50    UserID [6]    Transaction Complete 
2016-12-10-11-42-50    UserID [47]    Transaction Complete 
2016-12-10-11-42-50    UserID [25]    Transaction Complete 
2016-12-10-11-42-50    UserID [10]    Transaction Complete 
2016-12-10-11-42-50    UserID [40]    Transaction Complete 
2016-12-10-11-42-50    UserID [13]    Transaction Complete 
2016-12-10-11-42-50    UserID [16]    Transaction Complete 
2016-12-10-11-42-50    UserID [41]    Transaction Complete 
2016-12-10-11-42-50    UserID [4]    Transaction Complete 
2016-12-10-11-42-50    UserID [28]    Transaction Complete 
2016-12-10-11-42-50    UserID [0]    Transaction Complete 
2016-12-10-11-42-50    UserID [44]    Transaction Complete 
2016-12-10-11-42-50    UserID [42]    Transaction Complete 
2016-12-10-11-42-50    UserID [7]    Transaction Complete 
2016-12-10-11-42-50    UserID [26]    Transaction Complete 
2016-12-10-11-42-50    UserID [12]    Transaction Complete 
2016-12-10-11-42-50    UserID [5]    Transaction Complete 
2016-12-10-11-42-50    UserID [20]    Transaction Complete 
2016-12-10-11-42-50    UserID [11]    Transaction Complete 
2016-12-10-11-42-51    UserID [33]    Transaction Complete 
2016-12-10-11-42-51    UserID [31]    Transaction Complete 
2016-12-10-11-42-51    UserID [27]    Transaction Complete 
2016-12-10-11-42-51    UserID [24]    Transaction Complete 
2016-12-10-11-42-51    UserID [22]    Transaction Complete 
2016-12-10-11-42-51    UserID [23]    Transaction Complete 
2016-12-10-11-42-51    UserID [36]    Transaction Complete 
2016-12-10-11-42-51    UserID [45]    Transaction Complete 
2016-12-10-11-42-51    UserID [37]    Transaction Complete 
2016-12-10-11-42-51    UserID [48]    Transaction Complete 
2016-12-10-11-42-51    UserID [21]    Transaction Complete 
2016-12-10-11-42-51    UserID [32]    Transaction Complete 
2016-12-10-11-42-51    UserID [17]    Transaction Complete 
2016-12-10-11-42-51    UserID [39]    Transaction Complete 
2016-12-10-11-42-51    UserID [35]    Transaction Complete 
2016-12-10-11-42-51    UserID [3]    Transaction Complete 
2016-12-10-11-42-51    UserID [30]    Transaction Complete 
2016-12-10-11-42-51    UserID [14]    Transaction Complete 
2016-12-10-11-42-51    UserID [19]    Transaction Complete 
2016-12-10-11-42-51    UserID [18]    Transaction Complete 
2016-12-10-11-42-51    UserID [15]    Transaction Complete 
2016-12-10-11-42-51    UserID [1]    Transaction Complete 
2016-12-10-11-42-51    UserID [34]    Transaction Complete 
2016-12-10-11-42-51    UserID [49]    Transaction Complete 
2016-12-10-11-42-51    UserID [38]    Transaction Complete 
2016-12-10-11-42-51    UserID [2]    Transaction Complete 
2016-12-10-11-42-51    UserID [13]    Transaction Complete 
2016-12-10-11-42-51    UserID [46]    Transaction Complete 
2016-12-10-11-42-51    UserID [47]    Transaction Complete 
2016-12-10-11-42-51    UserID [43]    Transaction Complete 
2016-12-10-11-42-51    UserID [25]    Transaction Complete 
2016-12-10-11-42-51    UserID [41]    Transaction Complete 
2016-12-10-11-42-51    UserID [28]    Transaction Complete 
2016-12-10-11-42-51    UserID [6]    Transaction Complete 
2016-12-10-11-42-51    UserID [4]    Transaction Complete 
2016-12-10-11-42-51    UserID [10]    Transaction Complete 
